216,2456686
138,1286887
250,3157050
112,694214
72,886784
160,1470984
273,2895027
78,2326228
220,2727140
194,3171671
199,1149174
263,2070823
169,1449016
218,1293466
203,1558988
121,4008097
131,4332635
457,3981530
184,1484001
201,3809505
342,4497966
211,3823180
379,1795270
138,5199080
260,3320541
315,5098522
197,2290919
223,3428588
391,3850539
432,5040308
